Date,Age Group,Sex,Sinovac 1st dose,Sinovac 2nd dose,Sinovac 3rd dose,BioNTech 1st dose,BioNTech 2nd dose,BioNTech 3rd dose,Age Total,,,,Date,Day total,,,,Day Sum
22/2/2021,30-39,M,1,0,0,0,0,0,1,,,,22/2/2021,47,9,2,10,47
22/2/2021,40-49,F,1,0,0,0,0,0,1,,,,23/2/2021,532,15,11,25,579
22/2/2021,40-49,M,11,0,0,0,0,0,11,,,,26/2/2021,6066,16,26,41,6645
22/2/2021,50-59,F,2,0,0,0,0,0,2,,,,27/2/2021,7040,16,42,57,13685
22/2/2021,50-59,M,10,0,0,0,0,0,10,,,,28/2/2021,7015,16,58,73,20700
22/2/2021,60-69,F,6,0,0,0,0,0,6,,,,1/3/2021,6408,16,74,89,27108
22/2/2021,60-69,M,7,0,0,0,0,0,7,,,,2/3/2021,13071,16,90,105,40179
22/2/2021,70-79,F,1,0,0,0,0,0,1,,,,3/3/2021,11668,16,106,121,51847
22/2/2021,70-79,M,8,0,0,0,0,0,8,,,,4/3/2021,10389,16,122,137,62236
23/2/2021,0-19,M,1,0,0,0,0,0,1,,,,5/3/2021,10138,16,138,153,72374
23/2/2021,20-29,F,6,0,0,0,0,0,6,,,,6/3/2021,11656,16,154,169,84030
23/2/2021,20-29,M,8,0,0,0,0,0,8,,,,7/3/2021,8992,16,170,185,93022
23/2/2021,30-39,F,13,0,0,0,0,0,13,,,,8/3/2021,10824,16,186,201,103846
23/2/2021,30-39,M,39,0,0,0,0,0,39,,,,9/3/2021,9676,16,202,217,113522
23/2/2021,40-49,F,35,0,0,0,0,0,35,,,,10/3/2021,17022,16,218,233,130544
23/2/2021,40-49,M,75,0,0,0,0,0,75,,,,11/3/2021,15360,16,234,249,145904
23/2/2021,50-59,F,26,0,0,0,0,0,26,,,,12/3/2021,16323,16,250,265,162227
23/2/2021,50-59,M,93,0,0,0,0,0,93,,,,13/3/2021,14881,16,266,281,177108
23/2/2021,60-69,F,56,0,0,0,0,0,56,,,,14/3/2021,13620,16,282,297,190728
23/2/2021,60-69,M,118,0,0,0,0,0,118,,,,15/3/2021,15363,16,298,313,206091
23/2/2021,70-79,F,22,0,0,0,0,0,22,,,,16/3/2021,23327,16,314,329,229418
23/2/2021,70-79,M,27,0,0,0,0,0,27,,,,17/3/2021,24600,16,330,345,254018
23/2/2021,80 and above,F,7,0,0,0,0,0,7,,,,18/3/2021,22627,16,346,361,276645
23/2/2021,80 and above,M,6,0,0,0,0,0,6,,,,19/3/2021,27604,16,362,377,304249
26/2/2021,0-19,F,13,0,0,0,0,0,13,,,,20/3/2021,26368,16,378,393,330617
26/2/2021,0-19,M,10,0,0,0,0,0,10,,,,21/3/2021,23820,16,394,409,354437
26/2/2021,20-29,F,45,0,0,0,0,0,45,,,,22/3/2021,25255,16,410,425,379692
26/2/2021,20-29,M,47,0,0,0,0,0,47,,,,23/3/2021,23833,16,426,441,403525
26/2/2021,30-39,F,101,0,0,0,0,0,101,,,,24/3/2021,9775,16,442,457,413300
26/2/2021,30-39,M,149,0,0,0,0,0,149,,,,25/3/2021,8220,16,458,473,421520
26/2/2021,40-49,F,316,0,0,0,0,0,316,,,,26/3/2021,13717,16,474,489,435237
26/2/2021,40-49,M,424,0,0,0,0,0,424,,,,27/3/2021,14040,16,490,505,449277
26/2/2021,50-59,F,314,0,0,0,0,0,314,,,,28/3/2021,13174,16,506,521,462451
26/2/2021,50-59,M,551,0,0,0,0,0,551,,,,29/3/2021,12671,16,522,537,475122
26/2/2021,60-69,F,920,0,0,0,0,0,920,,,,30/3/2021,15195,16,538,553,490317
26/2/2021,60-69,M,1965,0,0,0,0,0,1965,,,,31/3/2021,14781,16,554,569,505098
26/2/2021,70-79,F,375,0,0,0,0,0,375,,,,1/4/2021,15278,16,570,585,520376
26/2/2021,70-79,M,535,0,0,0,0,0,535,,,,2/4/2021,10861,16,586,601,531237
26/2/2021,80 and above,F,162,0,0,0,0,0,162,,,,3/4/2021,12749,16,602,617,543986
26/2/2021,80 and above,M,139,0,0,0,0,0,139,,,,4/4/2021,12084,16,618,633,556070
27/2/2021,0-19,F,18,0,0,0,0,0,18,,,,5/4/2021,21165,16,634,649,577235
27/2/2021,0-19,M,17,0,0,0,0,0,17,,,,6/4/2021,38767,16,650,665,616002
27/2/2021,20-29,F,65,0,0,0,0,0,65,,,,7/4/2021,43785,16,666,681,659787
27/2/2021,20-29,M,138,0,0,0,0,0,138,,,,8/4/2021,40518,16,682,697,700305
27/2/2021,30-39,F,167,0,0,0,0,0,167,,,,9/4/2021,44732,16,698,713,745037
27/2/2021,30-39,M,308,0,0,0,0,0,308,,,,10/4/2021,46515,16,714,729,791552
27/2/2021,40-49,F,460,1,0,0,0,0,461,,,,11/4/2021,43342,16,730,745,834894
27/2/2021,40-49,M,862,0,0,0,0,0,862,,,,12/4/2021,43351,16,746,761,878245
27/2/2021,50-59,F,403,0,0,0,0,0,403,,,,13/4/2021,40710,16,762,777,918955
27/2/2021,50-59,M,951,0,0,0,0,0,951,,,,14/4/2021,32159,16,778,793,951114
27/2/2021,60-69,F,762,0,0,0,0,0,762,,,,15/4/2021,29983,16,794,809,981097
27/2/2021,60-69,M,1481,0,0,0,0,0,1481,,,,16/4/2021,36754,16,810,825,1017851
27/2/2021,70-79,F,469,0,0,0,0,0,469,,,,17/4/2021,39424,16,826,841,1057275
27/2/2021,70-79,M,576,0,0,0,0,0,576,,,,18/4/2021,33831,16,842,857,1091106
27/2/2021,80 and above,F,209,0,0,0,0,0,209,,,,19/4/2021,32473,16,858,873,1123579
27/2/2021,80 and above,M,153,0,0,0,0,0,153,,,,20/4/2021,26087,16,874,889,1149666
28/2/2021,0-19,F,6,0,0,0,0,0,6,,,,21/4/2021,23441,16,890,905,1173107
28/2/2021,0-19,M,13,0,0,0,0,0,13,,,,22/4/2021,23550,16,906,921,1196657
28/2/2021,20-29,F,51,0,0,0,0,0,51,,,,23/4/2021,26232,16,922,937,1222889
28/2/2021,20-29,M,123,0,0,0,0,0,123,,,,24/4/2021,30188,16,938,953,1253077
28/2/2021,30-39,F,159,0,0,0,0,0,159,,,,25/4/2021,22111,16,954,969,1275188
28/2/2021,30-39,M,338,0,0,0,0,0,338,,,,26/4/2021,27023,16,970,985,1302211
28/2/2021,40-49,F,404,0,0,0,0,0,404,,,,27/4/2021,24669,16,986,1001,1326880
28/2/2021,40-49,M,925,0,0,0,0,0,925,,,,28/4/2021,24885,16,1002,1017,1351765
28/2/2021,50-59,F,333,0,0,0,0,0,333,,,,29/4/2021,25755,16,1018,1033,1377520
28/2/2021,50-59,M,931,0,0,0,0,0,931,,,,30/4/2021,36271,16,1034,1049,1413791
28/2/2021,60-69,F,801,0,0,0,0,0,801,,,,1/5/2021,40640,16,1050,1065,1454431
28/2/2021,60-69,M,1620,0,0,0,0,0,1620,,,,2/5/2021,37518,16,1066,1081,1491949
28/2/2021,70-79,F,455,0,0,0,0,0,455,,,,3/5/2021,37723,16,1082,1097,1529672
28/2/2021,70-79,M,550,0,0,0,0,0,550,,,,4/5/2021,33183,16,1098,1113,1562855
28/2/2021,80 and above,F,165,0,0,0,0,0,165,,,,5/5/2021,30776,16,1114,1129,1593631
28/2/2021,80 and above,M,141,0,0,0,0,0,141,,,,6/5/2021,30441,16,1130,1145,1624072
1/3/2021,0-19,F,6,0,0,0,0,0,6,,,,7/5/2021,38309,16,1146,1161,1662381
1/3/2021,0-19,M,4,0,0,0,0,0,4,,,,8/5/2021,42090,16,1162,1177,1704471
1/3/2021,20-29,F,32,0,0,0,0,0,32,,,,9/5/2021,37219,16,1178,1193,1741690
1/3/2021,20-29,M,42,0,0,0,0,0,42,,,,10/5/2021,34887,16,1194,1209,1776577
1/3/2021,30-39,F,94,0,0,0,0,0,94,,,,11/5/2021,28510,16,1210,1225,1805087
1/3/2021,30-39,M,171,0,0,0,0,0,171,,,,12/5/2021,25789,16,1226,1241,1830876
1/3/2021,40-49,F,319,0,0,0,0,0,319,,,,13/5/2021,25778,16,1242,1257,1856654
1/3/2021,40-49,M,555,0,0,0,0,0,555,,,,14/5/2021,31982,16,1258,1273,1888636
1/3/2021,50-59,F,302,0,0,0,0,0,302,,,,15/5/2021,37632,16,1274,1289,1926268
1/3/2021,50-59,M,649,0,0,0,0,0,649,,,,16/5/2021,28829,16,1290,1305,1955097
1/3/2021,60-69,F,969,0,0,0,0,0,969,,,,17/5/2021,29254,16,1306,1321,1984351
1/3/2021,60-69,M,2078,0,0,0,0,0,2078,,,,18/5/2021,26041,16,1322,1337,2010392
1/3/2021,70-79,F,343,0,0,0,0,0,343,,,,19/5/2021,16167,16,1338,1353,2026559
1/3/2021,70-79,M,570,0,0,0,0,0,570,,,,20/5/2021,23783,16,1354,1369,2050342
1/3/2021,80 and above,F,137,0,0,0,0,0,137,,,,21/5/2021,30844,16,1370,1385,2081186
1/3/2021,80 and above,M,137,0,0,0,0,0,137,,,,22/5/2021,36650,16,1386,1401,2117836
2/3/2021,0-19,F,11,0,0,0,0,0,11,,,,23/5/2021,28835,16,1402,1417,2146671
2/3/2021,0-19,M,9,0,0,0,0,0,9,,,,24/5/2021,28379,16,1418,1433,2175050
2/3/2021,20-29,F,69,0,0,0,0,0,69,,,,25/5/2021,25060,16,1434,1449,2200110
2/3/2021,20-29,M,56,0,0,0,0,0,56,,,,26/5/2021,24077,16,1450,1465,2224187
2/3/2021,30-39,F,220,0,0,0,0,0,220,,,,27/5/2021,26144,16,1466,1481,2250331
2/3/2021,30-39,M,204,0,0,0,0,0,204,,,,28/5/2021,35998,16,1482,1497,2286329
2/3/2021,40-49,F,570,0,0,0,0,0,570,,,,29/5/2021,42541,16,1498,1513,2328870
2/3/2021,40-49,M,675,0,0,0,0,0,675,,,,30/5/2021,35176,16,1514,1529,2364046
2/3/2021,50-59,F,622,0,0,0,0,0,622,,,,31/5/2021,36469,16,1530,1545,2400515
2/3/2021,50-59,M,895,0,0,0,0,0,895,,,,1/6/2021,33563,16,1546,1561,2434078
2/3/2021,60-69,F,2547,0,0,0,0,0,2547,,,,2/6/2021,32500,16,1562,1577,2466578
2/3/2021,60-69,M,3661,0,0,0,0,0,3661,,,,3/6/2021,36219,16,1578,1593,2502797
2/3/2021,70-79,F,1096,0,0,0,0,0,1096,,,,4/6/2021,44951,16,1594,1609,2547748
2/3/2021,70-79,M,1599,0,0,0,0,0,1599,,,,5/6/2021,50517,16,1610,1625,2598265
2/3/2021,80 and above,F,402,0,0,0,0,0,402,,,,6/6/2021,39336,16,1626,1641,2637601
2/3/2021,80 and above,M,435,0,0,0,0,0,435,,,,7/6/2021,42151,16,1642,1657,2679752
3/3/2021,0-19,F,11,0,0,0,0,0,11,,,,8/6/2021,36480,16,1658,1673,2716232
3/3/2021,0-19,M,11,0,0,0,0,0,11,,,,9/6/2021,32865,16,1674,1689,2749097
3/3/2021,20-29,F,72,0,0,0,0,0,72,,,,10/6/2021,38232,16,1690,1705,2787329
3/3/2021,20-29,M,97,0,0,0,0,0,97,,,,11/6/2021,50434,16,1706,1721,2837763
3/3/2021,30-39,F,255,0,0,0,0,0,255,,,,12/6/2021,54144,16,1722,1737,2891907
3/3/2021,30-39,M,249,0,0,0,0,0,249,,,,13/6/2021,42500,16,1738,1753,2934407
3/3/2021,40-49,F,583,1,0,0,0,0,584,,,,14/6/2021,30489,16,1754,1769,2964896
3/3/2021,40-49,M,692,1,0,0,0,0,693,,,,15/6/2021,41521,16,1770,1785,3006417
3/3/2021,50-59,F,647,0,0,0,0,0,647,,,,16/6/2021,35459,16,1786,1801,3041876
3/3/2021,50-59,M,899,0,0,0,0,0,899,,,,17/6/2021,38903,16,1802,1817,3080779
3/3/2021,60-69,F,2110,0,0,0,0,0,2110,,,,18/6/2021,50331,16,1818,1833,3131110
3/3/2021,60-69,M,2911,0,0,0,0,0,2911,,,,19/6/2021,51613,16,1834,1849,3182723
3/3/2021,70-79,F,951,0,0,0,0,0,951,,,,20/6/2021,37959,16,1850,1865,3220682
3/3/2021,70-79,M,1430,0,0,0,0,0,1430,,,,21/6/2021,46003,16,1866,1881,3266685
3/3/2021,80 and above,F,353,0,0,0,0,0,353,,,,22/6/2021,40997,16,1882,1897,3307682
3/3/2021,80 and above,M,395,0,0,0,0,0,395,,,,23/6/2021,40684,16,1898,1913,3348366
4/3/2021,0-19,F,12,0,0,0,0,0,12,,,,24/6/2021,46423,16,1914,1929,3394789
4/3/2021,0-19,M,10,0,0,0,0,0,10,,,,25/6/2021,57943,16,1930,1945,3452732
4/3/2021,20-29,F,66,0,0,0,0,0,66,,,,26/6/2021,58559,16,1946,1961,3511291
4/3/2021,20-29,M,91,0,0,0,0,0,91,,,,27/6/2021,50205,16,1962,1977,3561496
4/3/2021,30-39,F,254,0,0,0,0,0,254,,,,28/6/2021,51546,16,1978,1993,3613042
4/3/2021,30-39,M,251,0,0,0,0,0,251,,,,29/6/2021,56069,16,1994,2009,3669111
4/3/2021,40-49,F,603,0,0,0,0,0,603,,,,30/6/2021,60264,16,2010,2025,3729375
4/3/2021,40-49,M,628,0,0,0,0,0,628,,,,1/7/2021,47651,16,2026,2041,3777026
4/3/2021,50-59,F,607,0,0,0,0,0,607,,,,2/7/2021,70115,16,2042,2057,3847141
4/3/2021,50-59,M,847,0,0,0,0,0,847,,,,3/7/2021,61723,16,2058,2073,3908864
4/3/2021,60-69,F,1797,0,0,0,0,0,1797,,,,4/7/2021,52948,16,2074,2089,3961812
4/3/2021,60-69,M,2586,0,0,0,0,0,2586,,,,5/7/2021,64643,16,2090,2105,4026455
4/3/2021,70-79,F,843,0,0,0,0,0,843,,,,6/7/2021,59857,16,2106,2121,4086312
4/3/2021,70-79,M,1209,0,0,0,0,0,1209,,,,7/7/2021,57274,16,2122,2137,4143586
4/3/2021,80 and above,F,263,0,0,0,0,0,263,,,,8/7/2021,63752,16,2138,2153,4207338
4/3/2021,80 and above,M,322,0,0,0,0,0,322,,,,9/7/2021,70248,16,2154,2169,4277586
5/3/2021,0-19,F,14,0,0,0,0,0,14,,,,10/7/2021,64144,16,2170,2185,4341730
5/3/2021,0-19,M,13,0,0,0,0,0,13,,,,11/7/2021,55040,16,2186,2201,4396770
5/3/2021,20-29,F,72,0,0,0,0,0,72,,,,12/7/2021,61761,16,2202,2217,4458531
5/3/2021,20-29,M,77,0,0,0,0,0,77,,,,13/7/2021,59792,16,2218,2233,4518323
5/3/2021,30-39,F,238,0,0,0,0,0,238,,,,14/7/2021,57301,16,2234,2249,4575624
5/3/2021,30-39,M,259,0,0,0,0,0,259,,,,15/7/2021,63368,16,2250,2265,4638992
5/3/2021,40-49,F,621,0,0,0,0,0,621,,,,16/7/2021,68988,16,2266,2281,4707980
5/3/2021,40-49,M,623,0,0,0,0,0,623,,,,17/7/2021,63454,16,2282,2297,4771434
5/3/2021,50-59,F,673,0,0,0,0,0,673,,,,18/7/2021,55319,16,2298,2313,4826753
5/3/2021,50-59,M,815,0,0,0,0,0,815,,,,19/7/2021,65149,16,2314,2329,4891902
5/3/2021,60-69,F,1776,0,0,0,0,0,1776,,,,20/7/2021,61699,16,2330,2345,4953601
5/3/2021,60-69,M,2410,0,0,0,0,0,2410,,,,21/7/2021,60816,16,2346,2361,5014417
5/3/2021,70-79,F,818,0,0,0,0,0,818,,,,22/7/2021,64265,16,2362,2377,5078682
5/3/2021,70-79,M,1175,0,0,0,0,0,1175,,,,23/7/2021,70783,16,2378,2393,5149465
5/3/2021,80 and above,F,247,0,0,0,0,0,247,,,,24/7/2021,64546,16,2394,2409,5214011
5/3/2021,80 and above,M,307,0,0,0,0,0,307,,,,25/7/2021,56015,16,2410,2425,5270026
6/3/2021,0-19,F,13,0,0,0,0,0,13,,,,26/7/2021,66717,16,2426,2441,5336743
6/3/2021,0-19,M,17,0,0,0,0,0,17,,,,27/7/2021,64881,16,2442,2457,5401624
6/3/2021,20-29,F,90,0,0,5,0,0,95,,,,28/7/2021,63217,16,2458,2473,5464841
6/3/2021,20-29,M,131,0,0,10,0,0,141,,,,29/7/2021,63083,16,2474,2489,5527924
6/3/2021,30-39,F,296,0,0,15,0,0,311,,,,30/7/2021,70296,16,2490,2505,5598220
6/3/2021,30-39,M,299,0,0,23,0,0,322,,,,31/7/2021,65026,16,2506,2521,5663246
6/3/2021,40-49,F,791,0,0,52,0,0,843,,,,1/8/2021,55796,16,2522,2537,5719042
6/3/2021,40-49,M,921,1,0,44,0,0,966,,,,2/8/2021,69047,16,2538,2553,5788089
6/3/2021,50-59,F,651,0,0,73,0,0,724,,,,3/8/2021,68917,16,2554,2569,5857006
6/3/2021,50-59,M,960,0,0,86,0,0,1046,,,,4/8/2021,65433,16,2570,2585,5922439
6/3/2021,60-69,F,1781,0,0,9,0,0,1790,,,,5/8/2021,67194,16,2586,2601,5989633
6/3/2021,60-69,M,2560,0,0,16,0,0,2576,,,,6/8/2021,70529,16,2602,2617,6060162
6/3/2021,70-79,F,949,0,0,1,0,0,950,,,,7/8/2021,64609,16,2618,2633,6124771
6/3/2021,70-79,M,1221,0,0,1,0,0,1222,,,,8/8/2021,55384,16,2634,2649,6180155
6/3/2021,80 and above,F,307,0,0,1,0,0,308,,,,9/8/2021,68712,16,2650,2665,6248867
6/3/2021,80 and above,M,332,0,0,0,0,0,332,,,,10/8/2021,66820,16,2666,2681,6315687
7/3/2021,0-19,F,19,0,0,0,0,0,19,,,,11/8/2021,65492,16,2682,2697,6381179
7/3/2021,0-19,M,11,0,0,0,0,0,11,,,,12/8/2021,65989,16,2698,2713,6447168
7/3/2021,20-29,F,91,0,0,28,0,0,119,,,,13/8/2021,68518,16,2714,2729,6515686
7/3/2021,20-29,M,130,0,0,72,0,0,202,,,,14/8/2021,64070,16,2730,2745,6579756
7/3/2021,30-39,F,211,0,0,63,0,0,274,,,,15/8/2021,55348,16,2746,2761,6635104
7/3/2021,30-39,M,312,0,0,117,0,0,429,,,,16/8/2021,65035,16,2762,2777,6700139
7/3/2021,40-49,F,552,0,0,112,0,0,664,,,,17/8/2021,61433,16,2778,2793,6761572
7/3/2021,40-49,M,826,1,0,142,0,0,969,,,,18/8/2021,60045,16,2794,2809,6821617
7/3/2021,50-59,F,417,0,0,132,0,0,549,,,,19/8/2021,59641,16,2810,2825,6881258
7/3/2021,50-59,M,838,0,0,143,0,0,981,,,,20/8/2021,63077,16,2826,2841,6944335
7/3/2021,60-69,F,1089,0,0,26,0,0,1115,,,,21/8/2021,59651,16,2842,2857,7003986
7/3/2021,60-69,M,1785,0,0,33,0,0,1818,,,,22/8/2021,50299,16,2858,2873,7054285
7/3/2021,70-79,F,600,0,0,0,0,0,600,,,,23/8/2021,59845,16,2874,2889,7114130
7/3/2021,70-79,M,863,0,0,3,0,0,866,,,,24/8/2021,56999,16,2890,2905,7171129
7/3/2021,80 and above,F,173,0,0,0,0,0,173,,,,25/8/2021,56352,16,2906,2921,7227481
7/3/2021,80 and above,M,203,0,0,0,0,0,203,,,,26/8/2021,60690,16,2922,2937,7288171
8/3/2021,0-19,F,8,0,0,0,0,0,8,,,,27/8/2021,63092,16,2938,2953,7351263
8/3/2021,0-19,M,13,0,0,0,0,0,13,,,,28/8/2021,60875,16,2954,2969,7412138
8/3/2021,20-29,F,64,0,0,34,0,0,98,,,,29/8/2021,51130,16,2970,2985,7463268
8/3/2021,20-29,M,108,0,0,90,0,0,198,,,,30/8/2021,63943,16,2986,3001,7527211
8/3/2021,30-39,F,222,0,0,65,0,0,287,,,,31/8/2021,61376,16,3002,3017,7588587
8/3/2021,30-39,M,297,0,0,172,0,0,469,,,,1/9/2021,49329,16,3018,3033,7637916
8/3/2021,40-49,F,608,0,0,95,0,0,703,,,,2/9/2021,47817,16,3034,3049,7685733
8/3/2021,40-49,M,697,0,0,172,0,0,869,,,,3/9/2021,56223,16,3050,3065,7741956
8/3/2021,50-59,F,605,0,0,113,0,0,718,,,,4/9/2021,57267,16,3066,3081,7799223
8/3/2021,50-59,M,855,0,0,135,0,0,990,,,,5/9/2021,43293,16,3082,3097,7842516
8/3/2021,60-69,F,1589,0,0,20,0,0,1609,,,,6/9/2021,45321,16,3098,3113,7887837
8/3/2021,60-69,M,2678,0,0,21,0,0,2699,,,,7/9/2021,40064,16,3114,3129,7927901
8/3/2021,70-79,F,634,0,0,3,0,0,637,,,,8/9/2021,39952,16,3130,3145,7967853
8/3/2021,70-79,M,1129,0,0,2,0,0,1131,,,,9/9/2021,42830,16,3146,3161,8010683
8/3/2021,80 and above,F,164,0,0,1,0,0,165,,,,10/9/2021,51610,16,3162,3177,8062293
8/3/2021,80 and above,M,230,0,0,0,0,0,230,,,,11/9/2021,53535,16,3178,3193,8115828
9/3/2021,0-19,F,7,0,0,0,0,0,7,,,,12/9/2021,36259,16,3194,3209,8152087
9/3/2021,0-19,M,8,0,0,0,0,0,8,,,,13/9/2021,36287,16,3210,3225,8188374
9/3/2021,20-29,F,71,0,0,32,0,0,103,,,,14/9/2021,29864,16,3226,3241,8218238
9/3/2021,20-29,M,108,0,0,44,0,0,152,,,,15/9/2021,29624,16,3242,3257,8247862
9/3/2021,30-39,F,211,0,0,72,0,0,283,,,,16/9/2021,30884,16,3258,3273,8278746
9/3/2021,30-39,M,316,0,0,142,0,0,458,,,,17/9/2021,37650,16,3274,3289,8316396
9/3/2021,40-49,F,557,0,0,127,0,0,684,,,,18/9/2021,40514,16,3290,3305,8356910
9/3/2021,40-49,M,725,1,0,140,0,0,866,,,,19/9/2021,23525,16,3306,3321,8380435
9/3/2021,50-59,F,601,0,0,121,0,0,722,,,,20/9/2021,24985,16,3322,3337,8405420
9/3/2021,50-59,M,894,0,0,144,0,0,1038,,,,21/9/2021,18621,16,3338,3353,8424041
9/3/2021,60-69,F,1290,0,0,19,0,0,1309,,,,22/9/2021,16561,16,3354,3369,8440602
9/3/2021,60-69,M,2335,0,0,36,0,0,2371,,,,23/9/2021,33811,16,3370,3385,8474413
9/3/2021,70-79,F,487,0,0,1,0,0,488,,,,24/9/2021,37312,16,3386,3401,8511725
9/3/2021,70-79,M,871,0,0,0,0,0,871,,,,25/9/2021,39101,16,3402,3417,8550826
9/3/2021,80 and above,F,129,0,0,0,0,0,129,,,,26/9/2021,23648,16,3418,3433,8574474
9/3/2021,80 and above,M,187,0,0,0,0,0,187,,,,27/9/2021,26750,16,3434,3449,8601224
10/3/2021,0-19,F,6,0,0,29,0,0,35,,,,28/9/2021,21942,16,3450,3465,8623166
10/3/2021,0-19,M,15,0,0,42,0,0,57,,,,29/9/2021,23633,16,3466,3481,8646799
10/3/2021,20-29,F,112,0,0,101,0,0,213,,,,30/9/2021,30293,16,3482,3497,8677092
10/3/2021,20-29,M,264,0,0,147,0,0,411,,,,1/10/2021,15594,16,3498,3513,8692686
10/3/2021,30-39,F,390,0,0,209,0,0,599,,,,2/10/2021,22663,16,3514,3529,8715349
10/3/2021,30-39,M,729,0,0,467,0,0,1196,,,,3/10/2021,12754,16,3530,3545,8728103
10/3/2021,40-49,F,851,0,0,344,0,0,1195,,,,4/10/2021,17712,16,3546,3561,8745815
10/3/2021,40-49,M,1414,1,0,606,0,0,2021,,,,5/10/2021,14026,16,3562,3577,8759841
10/3/2021,50-59,F,787,0,0,256,0,0,1043,,,,6/10/2021,12570,16,3578,3593,8772411
10/3/2021,50-59,M,1760,0,0,504,0,0,2264,,,,7/10/2021,13950,16,3594,3609,8786361
10/3/2021,60-69,F,1126,0,0,742,0,0,1868,,,,8/10/2021,15368,16,3610,3625,8801729
10/3/2021,60-69,M,2108,0,0,1688,0,0,3796,,,,9/10/2021,69,15,3626,3640,8801798
10/3/2021,70-79,F,419,0,0,267,0,0,686,,,,10/10/2021,18559,16,3641,3656,8820357
10/3/2021,70-79,M,745,0,0,462,0,0,1207,,,,11/10/2021,15443,16,3657,3672,8835800
10/3/2021,80 and above,F,111,0,0,67,0,0,178,,,,12/10/2021,8512,16,3673,3688,8844312
10/3/2021,80 and above,M,164,0,0,89,0,0,253,,,,13/10/2021,216,14,3689,3702,8844528
11/3/2021,0-19,F,12,0,0,28,0,0,40,,,,14/10/2021,11368,16,3703,3718,8855896
11/3/2021,0-19,M,10,0,0,22,0,0,32,,,,15/10/2021,19493,16,3719,3734,8875389
11/3/2021,20-29,F,102,0,0,71,0,0,173,,,,16/10/2021,18512,16,3735,3750,8893901
11/3/2021,20-29,M,238,0,0,123,0,0,361,,,,17/10/2021,8182,16,3751,3766,8902083
11/3/2021,30-39,F,309,0,0,212,0,0,521,,,,18/10/2021,12285,16,3767,3782,8914368
11/3/2021,30-39,M,592,0,0,368,0,0,960,,,,19/10/2021,9368,16,3783,3798,8923736
11/3/2021,40-49,F,800,0,0,321,0,0,1121,,,,20/10/2021,8156,16,3799,3814,8931892
11/3/2021,40-49,M,1062,0,0,531,0,0,1593,,,,21/10/2021,11500,16,3815,3830,8943392
11/3/2021,50-59,F,738,0,0,252,0,0,990,,,,22/10/2021,15017,16,3831,3846,8958409
11/3/2021,50-59,M,1347,0,0,445,0,0,1792,,,,23/10/2021,14100,16,3847,3862,8972509
11/3/2021,60-69,F,1053,0,0,808,0,0,1861,,,,24/10/2021,6951,16,3863,3878,8979460
11/3/2021,60-69,M,1990,0,0,1641,0,0,3631,,,,25/10/2021,10984,16,3879,3894,8990444
11/3/2021,70-79,F,393,0,0,288,0,0,681,,,,26/10/2021,9639,16,3895,3910,9000083
11/3/2021,70-79,M,704,0,0,490,0,0,1194,,,,27/10/2021,8586,16,3911,3926,9008669
11/3/2021,80 and above,F,101,0,0,76,0,0,177,,,,28/10/2021,9901,16,3927,3942,9018570
11/3/2021,80 and above,M,146,0,0,87,0,0,233,,,,29/10/2021,9924,16,3943,3958,9028494
12/3/2021,0-19,F,9,0,0,43,0,0,52,,,,30/10/2021,9068,16,3959,3974,9037562
12/3/2021,0-19,M,9,0,0,56,0,0,65,,,,31/10/2021,6301,16,3975,3990,9043863
12/3/2021,20-29,F,120,0,0,315,0,0,435,,,,1/11/2021,8418,16,3991,4006,9052281
12/3/2021,20-29,M,189,0,0,407,0,0,596,,,,2/11/2021,7545,16,4007,4022,9059826
12/3/2021,30-39,F,301,0,0,331,0,0,632,,,,3/11/2021,2799,16,4023,4038,9062625
12/3/2021,30-39,M,491,0,0,558,0,0,1049,,,,4/11/2021,8545,16,4039,4054,9071170
12/3/2021,40-49,F,822,0,0,401,0,0,1223,,,,5/11/2021,9683,16,4055,4070,9080853
12/3/2021,40-49,M,1012,0,0,593,0,0,1605,,,,6/11/2021,10597,16,4071,4086,9091450
12/3/2021,50-59,F,769,0,0,297,0,0,1066,,,,7/11/2021,6321,16,4087,4102,9097771
12/3/2021,50-59,M,1343,0,0,507,0,0,1850,,,,8/11/2021,8510,16,4103,4118,9106281
12/3/2021,60-69,F,1161,0,0,776,0,0,1937,,,,9/11/2021,7170,16,4119,4134,9113451
12/3/2021,60-69,M,2109,0,0,1510,0,0,3619,,,,10/11/2021,1924,16,4135,4150,9115375
12/3/2021,70-79,F,357,0,0,271,0,0,628,,,,11/11/2021,24346,16,4151,4166,9139721
12/3/2021,70-79,M,697,0,0,482,0,0,1179,,,,12/11/2021,19874,16,4167,4182,9159595
12/3/2021,80 and above,F,91,0,0,81,0,0,172,,,,13/11/2021,20863,16,4183,4198,9180458
12/3/2021,80 and above,M,115,0,0,100,0,0,215,,,,14/11/2021,11808,16,4199,4214,9192266
13/3/2021,0-19,F,5,0,0,43,0,0,48,,,,15/11/2021,15083,16,4215,4230,9207349
13/3/2021,0-19,M,21,0,0,66,0,0,87,,,,16/11/2021,13941,16,4231,4246,9221290
13/3/2021,20-29,F,143,0,0,264,0,0,407,,,,17/11/2021,4141,16,4247,4262,9225431
13/3/2021,20-29,M,305,0,0,328,0,0,633,,,,18/11/2021,16685,16,4263,4278,9242116
